Name,Shop Code,Address,Pincode,Latitude,Longitude,Menu Item,Price,Category,Subcategory,Taste
Z27 Coffee Bar - Ahmedabad,AMD-059-1,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Z27 Coffee Bar - Ahmedabad,₹200–400,Beverages,Coffee,Bold/Bitter
Z27 Coffee Bar - Ahmedabad,AMD-059-2,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Coffee By Di Bella Arista,₹200–400,Beverages,Coffee,Bold/Bitter
Z27 Coffee Bar - Ahmedabad,AMD-059-3,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,A GOURMESSERIE - SINDHU BHAVAN,₹200–400,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-4,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Camilo Coffee,₹200–400,Beverages,Coffee,Bold/Bitter
Z27 Coffee Bar - Ahmedabad,AMD-059-5,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Grace Coffee Co. SBR Outlet,₹₹,Beverages,Coffee,Bold/Bitter
Z27 Coffee Bar - Ahmedabad,AMD-059-6,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Ares cafe,₹200–400,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-7,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,"Nothing Before Coffee - Sindhu Bhavan , Ahmedabad",₹400–600,Beverages,Coffee,Bold/Bitter
Z27 Coffee Bar - Ahmedabad,AMD-059-8,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,4 Coffee,₹400–600,Beverages,Coffee,Bold/Bitter
Z27 Coffee Bar - Ahmedabad,AMD-059-9,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Âme Cafe & Patisserie,₹400–600,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-10,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,The Café,₹200–400,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-11,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Fick's Coffee,₹200–400,Beverages,Coffee,Bold/Bitter
Z27 Coffee Bar - Ahmedabad,AMD-059-12,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Tero Restro&Cafe,₹400–600,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-13,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Cafe De Italiano,₹1–200,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-14,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Granville Greens Café & Restaurant - Best Cafe & Restaurant in Sindhubhavan | Best Cafe & Restaurant in Ahmedabad,₹200–400,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-15,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Tea Post - The Desi Cafe,₹400–600,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-16,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,"Cafe Baba Budan, Bodakdev Ahmedabad | Where Every Sip Tells a Story",₹200–400,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-17,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,TRITON,₹200–400,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-18,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Theka Coffee,₹200–400,Beverages,Coffee,Bold/Bitter
Z27 Coffee Bar - Ahmedabad,AMD-059-19,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,KLIQ Coffee Co.,₹₹₹,Beverages,Coffee,Bold/Bitter
Z27 Coffee Bar - Ahmedabad,AMD-059-20,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Crush Coffee,₹200–400,Beverages,Coffee,Bold/Bitter
Z27 Coffee Bar - Ahmedabad,AMD-059-21,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,The Theory of Nine,₹N/A,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-22,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Crush Coffee - SG Highway,₹N/A,Beverages,Coffee,Bold/Bitter
Z27 Coffee Bar - Ahmedabad,AMD-059-23,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Shambhu's Coffee Bar,₹N/A,Beverages,Coffee,Bold/Bitter
Z27 Coffee Bar - Ahmedabad,AMD-059-24,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Hobnob Bistro,₹N/A,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-25,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Core The Coffee Shop,₹N/A,Beverages,Coffee,Bold/Bitter
Z27 Coffee Bar - Ahmedabad,AMD-059-26,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Ares cafe,₹N/A,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-27,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,"Spice Hub Restro Cafe, sindhubhavan",₹N/A,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-28,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,The House of Makeba – Veg Restaurant in SBR Ahmedabad,₹N/A,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-29,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Roastea - Curated Coffee And Tea Artisans,₹N/A,Beverages,Coffee,Bold/Bitter
Z27 Coffee Bar - Ahmedabad,AMD-059-30,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,4 Coffee,₹N/A,Beverages,Coffee,Bold/Bitter
Z27 Coffee Bar - Ahmedabad,AMD-059-31,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Add missing information,₹N/A,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-32,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Updates from customers,₹N/A,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-33,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Popular times,₹N/A,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-34,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Menu & highlights,₹N/A,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-35,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Photos & videos,₹N/A,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-36,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Review summary,₹N/A,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-37,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Reviews,₹N/A,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-38,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,People also search for,₹N/A,General,Cafe Item,Standard
Z27 Coffee Bar - Ahmedabad,AMD-059-39,", coffee bar, Z27, Sindhu Bhavan Marg, beside FrizBee food court, near taj skyline, PRL Colony, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0452605,72.467075,Web results,₹N/A,General,Cafe Item,Standard
Camilo Coffee,AMD-059-40,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Z27 Coffee Bar - Ahmedabad,₹200–400,Beverages,Coffee,Bold/Bitter
Camilo Coffee,AMD-059-41,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Coffee By Di Bella Arista,₹200–400,Beverages,Coffee,Bold/Bitter
Camilo Coffee,AMD-059-42,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,A GOURMESSERIE - SINDHU BHAVAN,₹200–400,General,Cafe Item,Standard
Camilo Coffee,AMD-059-43,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Camilo Coffee,₹200–400,Beverages,Coffee,Bold/Bitter
Camilo Coffee,AMD-059-44,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Grace Coffee Co. SBR Outlet,₹₹,Beverages,Coffee,Bold/Bitter
Camilo Coffee,AMD-059-45,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Ares cafe,₹200–400,General,Cafe Item,Standard
Camilo Coffee,AMD-059-46,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,"Nothing Before Coffee - Sindhu Bhavan , Ahmedabad",₹400–600,Beverages,Coffee,Bold/Bitter
Camilo Coffee,AMD-059-47,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,4 Coffee,₹400–600,Beverages,Coffee,Bold/Bitter
Camilo Coffee,AMD-059-48,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Âme Cafe & Patisserie,₹400–600,General,Cafe Item,Standard
Camilo Coffee,AMD-059-49,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,The Café,₹200–400,General,Cafe Item,Standard
Camilo Coffee,AMD-059-50,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Fick's Coffee,₹200–400,Beverages,Coffee,Bold/Bitter
Camilo Coffee,AMD-059-51,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Tero Restro&Cafe,₹400–600,General,Cafe Item,Standard
Camilo Coffee,AMD-059-52,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Cafe De Italiano,₹1–200,General,Cafe Item,Standard
Camilo Coffee,AMD-059-53,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Granville Greens Café & Restaurant - Best Cafe & Restaurant in Sindhubhavan | Best Cafe & Restaurant in Ahmedabad,₹200–400,General,Cafe Item,Standard
Camilo Coffee,AMD-059-54,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Tea Post - The Desi Cafe,₹400–600,General,Cafe Item,Standard
Camilo Coffee,AMD-059-55,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,"Cafe Baba Budan, Bodakdev Ahmedabad | Where Every Sip Tells a Story",₹200–400,General,Cafe Item,Standard
Camilo Coffee,AMD-059-56,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,TRITON,₹200–400,General,Cafe Item,Standard
Camilo Coffee,AMD-059-57,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Theka Coffee,₹200–400,Beverages,Coffee,Bold/Bitter
Camilo Coffee,AMD-059-58,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,KLIQ Coffee Co.,₹₹₹,Beverages,Coffee,Bold/Bitter
Camilo Coffee,AMD-059-59,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Crush Coffee,₹200–400,Beverages,Coffee,Bold/Bitter
Camilo Coffee,AMD-059-60,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,The Theory of Nine,₹N/A,General,Cafe Item,Standard
Camilo Coffee,AMD-059-61,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Crush Coffee - SG Highway,₹N/A,Beverages,Coffee,Bold/Bitter
Camilo Coffee,AMD-059-62,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Shambhu's Coffee Bar,₹N/A,Beverages,Coffee,Bold/Bitter
Camilo Coffee,AMD-059-63,", Shop No. 4, Zion Z1, off Sindhu Bhavan Marg, nr. Maple County Road, Thaltej, Ahmedabad, Gujarat 380059",380059,23.0405444,72.489657,Hobnob Bistro,₹N/A,General,Cafe Item,Standard
