Name,Shop Code,Latitude,Longitude,Full Address,Zip Code,Images,Website,Menu_Items_Cleaned
NY Bagel and Coffee Co,BOS-AL-111,42.3520807,-71.1619237,"111 Brighton Ave, Boston, MA 02134, United States",2134,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepgCwm64Wt6a5EJKJ7CHE3nTYA5QJvY3P8fqelyA4a8pFvSDOQt3DDVsTOpbal6LrS31tWE6vzz_Rbr3ilQDSVTchxYJ_4hhDJD8lfRGE6r5uVGBVlyLh8626sXcIjHgrflV-Wf=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6LSY8SpeTV33VYfB3qPPeAK2QNqYA9wyunx4qITIn3VMOIHDV_qXdR3uahafJeIxun5sSVZ2kHCIAB2jUL3zJi4sagsnpQ1K0_jjNltMuwHET7LtBYMKWXkNHgBle_GlkuyPFxg=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,https://nybagelandcoffeeco.com/,"111 Brighton Ave, Allston, Boston, MA 02134 ; Allston ; Gallery ; Reviews ; Coffee roasting at the cafe ; Get in touch ; Call us 1 617 870 7937
Email infonybagelandcoffeeco.com ; We are located at ; 111 Brighton Ave, Boston, MA 02134, USA ; Pickup Order ; Order from Doordash ; Order from Chownow ; Order from Uber Eats"
Cafe Mirror,BOS-AL-112,42.3489795,-71.1896324,"362 Washington St, Boston, MA 02135, United States",2135,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepesu9FT_PZmzkfLOepFSk3vfY2tVluco1ZbJ2VAV6uI_UbwBOVr-lZ1atXhj3oWwmoxnie6EN9gog9hJB2BhQQ1iOIcKPTbLHXslA3R26M4MdkNQ8OyVeAUK7Dm-p6-0UaH02uaEZ9umWi=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepgCwm64Wt6a5EJKJ7CHE3nTYA5QJvY3P8fqelyA4a8pFvSDOQt3DDVsTOpbal6LrS31tWE6vzz_Rbr3ilQDSVTchxYJ_4hhDJD8lfRGE6r5uVGBVlyLh8626sXcIjHgrflV-Wf=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,,Link Not Found
Andala Coffee House,BOS-AL-113,42.3647936,-71.1418459,"286 Franklin St, Cambridge, MA 02139, United States",2139,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepayveL0zNPYyDL6CIxDuFvr45QVR14amvcC71ddsqCSkaNfTRm4SRE0v79nclyoYciXQTmPFY9LVVV1cbOgoW89K-E83UqWTG1w_jfDvXc2F9LEptz8oyLWSxD6nGKiHEF0wkN=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepesu9FT_PZmzkfLOepFSk3vfY2tVluco1ZbJ2VAV6uI_UbwBOVr-lZ1atXhj3oWwmoxnie6EN9gog9hJB2BhQQ1iOIcKPTbLHXslA3R26M4MdkNQ8OyVeAUK7Dm-p6-0UaH02uaEZ9umWi=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,http://andalacoffee.com/,"Menu ; Gallery ; 286 Franklin St, Cambridge MA ; andalacoffeegmail.com ; Hours ; Monday - Friday 9am - 11pm ; Saturday - Sunday 8am- 11pm ; Kitchen closes at 9pm. ; 2021 by Andala Coffee House. ; Foole Plate ; Goat Cheese  Honey Plate ; Zeit U Zaatar  Labneh ; Spinach Pie Plate ; Two spinach pies served with a green salad. V. ; Combo Plate ; Tabouli salad, green salad, grape leaf, and hummus. VG. ; Jerusalem Hummus Plate Msabaha ; Hummus Ajami with Beef ; Hummus Ajami with Chicken ; Merguez Hummus ; Hummus Plate ; essentials ; Jerusalem Salad ; Andala House Salad ; Eggplant Mtabal Salad ; soup  salad ; Lentil Soup ; Served with lemon and Arabic bread. V. ; Fattoush Salad ; Tabouli Salad ; sandwiches ; Chicken Musakhan Sandwich ; Chicken Khalili Sandwich ; Musakhan with raw jalapenos and tahini sauce. ; Merguez Sandwich ; Chicken Shawarma Sandwich ; Avocado Press Sandwich ; Jerusalem Egg Sandwich ; Falafel Sandwich ; specials ; Kufta Besiniah ; Chicken Kabab ; Thyme Garlic Chicken ; Shrimp Maali ; Chicken Shawarma Plate ; Falafel Plate ; Shakshokeh ; Mujadara ; Couscous With Lam ; Rich, aromatic, and very delicious."
Dash Cafe,BOS-AL-114,42.3494768,-71.1857436,"5 Henshaw St, Brighton, MA 02135, United States",2135,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepeeaztiwTD12xcBSqmixuHQCTxVZoWf0J8fj9d7ZqBfJs5a6P_Brq1u6EpLexR3WWXdCXESBrjVxMvk-8jgt_mC-NdyAKH7jJ4JETsYdH2EuY3LraTDvKm4SeWSMoMllMfw7GM=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepayveL0zNPYyDL6CIxDuFvr45QVR14amvcC71ddsqCSkaNfTRm4SRE0v79nclyoYciXQTmPFY9LVVV1cbOgoW89K-E83UqWTG1w_jfDvXc2F9LEptz8oyLWSxD6nGKiHEF0wkN=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,http://www.dashcafe.net/,Menu ; Drinks ; Specials ; Soups ; BREAKFAST ; MAIN MENU ; Served all day. ; Breakfast ; Breakfast Torta ; Breakfast Tacos ; Breakfast Cubano ; Breakfast Burrito ; Egg Sandwich ; Lox of Love ; Toasted Bagel ; Specialty Breakfast Sandwiches ; The Lumberjack ; South of The Border ; Chikin n Waffles ; Asian Chikin n Waffles ; Breakfast Banh Mi ; Garden of Eden ; Your Dad ; Mexican Street Corn Avocado Toast ; Jalapeo Popper ; Breakfast Caprese
Starbucks Coffee Company,BOS-AL-115,42.3494768,-71.1857436,"305 Guest St, Allston, MA 02134, United States",2134,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7DGtR3LNMrXJGrJ9u19SR9xI2ldBlTT4oNK0unGEGEgGcME5sGI0q2tbUtGe-dj8Ex7mzuPpQRunbXVXmIA7QuIqmRZhHJXE2ls5GA3cGgaLhgSPa0ecDh1KTPXMxvgI60gMJ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepeeaztiwTD12xcBSqmixuHQCTxVZoWf0J8fj9d7ZqBfJs5a6P_Brq1u6EpLexR3WWXdCXESBrjVxMvk-8jgt_mC-NdyAKH7jJ4JETsYdH2EuY3LraTDvKm4SeWSMoMllMfw7GM=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,,Link Not Found
Cafe Lava and Bento,BOS-AL-116,42.3494768,-71.1857436,"298 Washington St, Brighton, MA 02135, United States",2135,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq__RtLzKSlIuvfFy_vrxAti79omNVZcs5L5mxILJWrsl8_n_RnpxVaCyjlzvn4LsjCeELW4luLc-cZceV3o9CRhmq_pIj5UzHUXRzUqh5juXa3ZdvB1wa4stIlnchTx8GeFF-yghCSTUZh=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7DGtR3LNMrXJGrJ9u19SR9xI2ldBlTT4oNK0unGEGEgGcME5sGI0q2tbUtGe-dj8Ex7mzuPpQRunbXVXmIA7QuIqmRZhHJXE2ls5GA3cGgaLhgSPa0ecDh1KTPXMxvgI60gMJ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,https://www.cafelavabento.com/,ORDER ONLINE ; SEE WHAT OUR GUESTS ARE SAYING ; -Inoska M. ; -Emma V ; -Katie H. ; Consuming Undercooked Egg to Make Mayo
Pavement Coffeehouse - BU,BOS-AL-117,42.3497931,-71.1432397,"736 Commonwealth Ave, Brookline, MA 02446, United States",2446,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep8-WGUUzriTLXNm6Ev3PtDHHbqIkzxd4GOcV4sdRJ90xq0HNb4HVqQs7owVkndkDRuvqUUbFaeEYnAznn3QOriBiHZykMVwX49EDNSddW_ixwkPrNOIOch9rVSunsYDHQQqPTg=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweq__RtLzKSlIuvfFy_vrxAti79omNVZcs5L5mxILJWrsl8_n_RnpxVaCyjlzvn4LsjCeELW4luLc-cZceV3o9CRhmq_pIj5UzHUXRzUqh5juXa3ZdvB1wa4stIlnchTx8GeFF-yghCSTUZh=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,http://pavementcoffeehouse.com/,"ORDER AHEAD ; Spring has sprung ; Explore our menu items ; FIND A LOCATION ; ORDER
AHEAD ; FREE SHIPPING ALWAYS ; GET STARTED ; Customers are saying ; Underwhelming taste
Deepak
Rathskeller House Blend ; Underwhelming taste ; Rathskeller House Blend ; JOIN THE PAVEMENT TEAM ; GROW WITH US ; Dont worry, we keep it pretty casual. ; OUR STORY ; JOBS"
swissbakers,BOS-AL-118,42.3631904,-71.1645166,"168 Western Ave, Boston, MA 02134, United States",2134,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq1TQts54uLPhG8d6QjGpzmlVndyhXnbqQoaZst55EWKUqHytGrWADvfhM3fuK49skrdw2qQBHWVpFUXaMAp4tjQXLR03JoLiQqCBaJivn9fZr8lQWgTWUymGnUNFg_7GTljQrz=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep8-WGUUzriTLXNm6Ev3PtDHHbqIkzxd4GOcV4sdRJ90xq0HNb4HVqQs7owVkndkDRuvqUUbFaeEYnAznn3QOriBiHZykMVwX49EDNSddW_ixwkPrNOIOch9rVSunsYDHQQqPTg=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,http://www.swissbakers.com/,"menu ; our story ; careers ; 0 items ; This is where the dough is made ; Our Story ; The Different Things We Do ; Storefronts ; Fresh from the oven, straight to your inbox. ; No spam, just the good stuff."
Turkish Lazuri Cafe,BOS-AL-119,42.3631904,-71.1645166,"1 N Beacon St, Allston, MA 02134, United States",2134,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6hi-qww_SUeOa5vavVFXGLIfwhcIiQuLhdlJMoedekre1aAw2ks5g_WhINpSGzL9-sp_qUCkMkF95qR_KOKfoD-L5xPu_m7opIp-9NT9av2pjKyz-clrAK53-HUuPXbI16VA0=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweq1TQts54uLPhG8d6QjGpzmlVndyhXnbqQoaZst55EWKUqHytGrWADvfhM3fuK49skrdw2qQBHWVpFUXaMAp4tjQXLR03JoLiQqCBaJivn9fZr8lQWgTWUymGnUNFg_7GTljQrz=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,,Link Not Found
Tatte Bakery & Cafe | Beacon St,BOS-AL-120,42.3631904,-71.1645166,"1003 Beacon St, Brookline, MA 02446, United States",2446,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoyYuqr5BZghBg3O-uqlgNlt1pSnFXwm_DqS4lgfkfwvNG54iQhoX75yd1pxxt2HVSBPgug-TYSF51OOV2_0TY4sRDfLabWHKjCg2eL5IVa2vw-hvagQHIHkg4tMyi4BLKQq_4=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6hi-qww_SUeOa5vavVFXGLIfwhcIiQuLhdlJMoedekre1aAw2ks5g_WhINpSGzL9-sp_qUCkMkF95qR_KOKfoD-L5xPu_m7opIp-9NT9av2pjKyz-clrAK53-HUuPXbI16VA0=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,https://tattebakery.com/,"ORDER ; FULL MENU ; KITCHEN ; BAKERY ; DRINKS ; Roasted Salmon  Spring Vegetable Rice Bowl ; Maple, Squash  Chicken Salad ; Potato, Mushroom,  Bacon Shakshuka ; Warm Oatmeal  Fruit ; Chocolate Covered Matzo Bark ; Matzo covered in Valrhona dark chocolate. Contains Wheat ; Iced Black Sesame Latte - 16 oz ; Black Sesame Latte - 12 oz ; Easter Egg Cookie Bag 4 CT ; Orange Upside Down Cake Slice ; Coconut Macaroons 6 CT ; Strawberry Turnover ; Lemon Raspberry Pavlova IND ; Honey Carrot Cake Slice ; Petit Cloud Assortment GF ; Monkey Bread ; Royal Icing Egg Cookie ; Coconut Macaroons IND ; Breakfast Sandwich ; Croissant Breakfast Sandwich ; House Breakfast Plate ; Smoked Salmon, Avocado,  Egg Sandwich ; Halloumi  Sunny-Side Breakfast Sandwich ; Sausage Breakfast Sandwich ; Tomato  Goat Cheese Scrambled Egg Plate ; Prosciutto  Parmesan Scrambled Egg Plate ; Muesli ; Ham  Cheddar Quiche  Salad ; Leek, Potato  Spinach Quiche  Salad ; Lamb Hash ; Egg in the Hole with Ham  Cheese ; Egg in the Hole ; Croque Madame ; Croque Monsieur ; Toast ; Toasted housemade bread served with butter. ; Bread  Butter ; Chicken Pita ; Turkey BLAT ; Turkey Avocado Sandwich ; BLAT ; Chicken Salad Sandwich ; Fresh Mozzarella Sandwich ; Short Rib Grilled Cheese Sandwich ; Avocado Tartine"
WFM Coffee Bar,BOS-AL-121,42.3427707,-71.1763515,"15 Washington St, Brighton, MA 02135, United States",2135,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo8x3KFvHsz_NsIMDzk_TplxPNJzohDX50PWNX7uiWmPHcuNje2KbNg06DM0ALc3s3aK18Bpp26CIsG_Ryu4bi5DqVCHG8OKpPIcF9FgPTOsZPof0BA491e2EK-E58UFwE6hqvO2g=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoyYuqr5BZghBg3O-uqlgNlt1pSnFXwm_DqS4lgfkfwvNG54iQhoX75yd1pxxt2HVSBPgug-TYSF51OOV2_0TY4sRDfLabWHKjCg2eL5IVa2vw-hvagQHIHkg4tMyi4BLKQq_4=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,http://www.wholefoodsmarket.com/stores/brighton?utm_source=google&utm_medium=organic&utm_campaign=listings,"Order Online
Recipes
Find a Store
Work With Us ; Order Online ; Recipes ; Find a Store ; Work With Us ; Were Growing ; We are opening 6 new stores across London by Mid June 2026. ; Cookie Banner"
Athan's Bakery & Cafe,BOS-AL-122,42.3427707,-71.1763515,"1621 Beacon St, Brookline, MA 02446, United States",2446,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepHMEcmRLnB2JZxhNH1P1aMI_1Xv-qjzg1iRpjyijisUZZKKwK-3FrN-wD3eu5-MphLCfethRTGso5l__QYRyBLk20U8Hk4BSKrBdcGqXNFKVbLRk8kuX-uaDDAONdFmyGZocLY=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo8x3KFvHsz_NsIMDzk_TplxPNJzohDX50PWNX7uiWmPHcuNje2KbNg06DM0ALc3s3aK18Bpp26CIsG_Ryu4bi5DqVCHG8OKpPIcF9FgPTOsZPof0BA491e2EK-E58UFwE6hqvO2g=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,http://www.athansbakery.com/,ATHANS EUROPEAN BAKERY ; Our Story ; Products ; Community ; Jobs ; Get in Touch ; 2025 Athans European Bakery
